case_id,hh_f11,hh_f11_oth,hh_f12,hh_f19,hh_f25,hh_f26a,hh_f26b,ea_lat_mod,ea_lon_mod,Air circulation,Air conditioner,Iron,Radio,Refrigerator,Television,Washing machine,Electricity,region,reside,hh_wgt,Number of household members,Wealth index factor score for urban/rural (5 decimals),Type of place of residence,Household sample weight (6 decimals),Energy Use
101011030122,BATTERY/DRY CELL(TORCH),,COLLECTED FIREWOOD,NO,,,,-9.71765041351318,33.3931312561035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,North,rural,117.4104934725,6,220322.0,2.0,117410493,0.0
101011030148,BATTERY/DRY CELL(TORCH),,COLLECTED FIREWOOD,NO,,,,-9.71765041351318,33.3931312561035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,North,rural,117.4104934725,4,-33051.0,2.0,117410493,0.0
101011040025,COLLECTED FIREWOOD,,COLLECTED FIREWOOD,NO,,,,-9.63212966918945,33.4132690429688,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,North,rural,160.782912869,4,223612.0,2.0,160782913,4.0
101011040031,BATTERY/DRY CELL(TORCH),,COLLECTED FIREWOOD,NO,,,,-9.63212966918945,33.4132690429688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,North,rural,160.782912869,1,-16991.0,2.0,160782913,0.0
101011040036,OTHER(SPECIFY),FIRE,COLLECTED FIREWOOD,NO,,,,-9.63212966918945,33.4132690429688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,North,rural,160.782912869,7,-109588.0,2.0,160782913,0.0
101011040037,BATTERY/DRY CELL(TORCH),,COLLECTED FIREWOOD,NO,,,,-9.63212966918945,33.4132690429688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,North,rural,160.782912869,7,4784.0,2.0,160782913,0.0
101011040041,BATTERY/DRY CELL(TORCH),,COLLECTED FIREWOOD,NO,,,,-9.63212966918945,33.4132690429688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,North,rural,160.782912869,6,4784.0,2.0,160782913,0.0
101011040052,BATTERY/DRY CELL(TORCH),,COLLECTED FIREWOOD,NO,,,,-9.63212966918945,33.4132690429688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,North,rural,160.782912869,5,-16991.0,2.0,160782913,0.0
101011040079,BATTERY/DRY CELL(TORCH),,COLLECTED FIREWOOD,NO,,,,-9.63212966918945,33.4132690429688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,North,rural,160.782912869,4,-16991.0,2.0,160782913,0.0
101011040108,BATTERY/DRY CELL(TORCH),,COLLECTED FIREWOOD,NO,,,,-9.63212966918945,33.4132690429688,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,North,rural,160.782912869,3,423485.0,2.0,160782913,3.5652049159320067
